polish,english,other,type
kobiecy,feminine,,
kodeks,law/code,,
kofeina,caffeine,,
kojarzyć się,to be associated/reminded (repeated),,
kojący,soothing,,
kolec,prickle/quill/thorn,,
kolej,railway/railroad,,
kolejność,sequence/order,,
kolejny,consecutive/subsequent,,
kolekcja,collection I,,
koleś,buddy/dude,,
kolisty,circular,,
kombinezon,overalls,,
komin,chimney,,
komisariat,police station,,
komitet,committee,,
komnata,chamber I,,
komora,chamber II,,
kompromitujący,compromising,,
koncesja,licence/concession,,
kondygnacja,storey/tier,,
konfliktowy,confrontational,,
konieczność,necessity,,
konkurencja,competition,,
konkurować z kimś o coś,to compete with somebody for something,,
konkurs,contest/competition,,
konsekwentny,consistent,,
konstatować,to ascertain (repeated),,
konto,account,,
kontrahent,contractor,,
kopalnia,mine,,
koparka,excavator/digger,,
kopać,to kick (repeated),,
koperta,envelope,,
kopia,copy/duplicate,,
kopniak,kick,,
kopnąć,to kick (once),,
kora,bark (skin of a tree),,
korcić,to tempt,,
korumpować,to corrupt (repeated),,
korygować,to correct/rectify/revise (repeated),,
koryto,trough or river bed,,
korzenny,spicy,,
korzeń,root,,
korzystać,to benefit from (repeated),,
korzystny,beneficial/favourable/profitable,,
korzyść,benefit,,
kosmaty,hairy/shaggy,,
kosmyk,wisp,,
kostka,cube/die,,
kostnica,morgue/mortuary,,
koszmar,nightmare,,
kołdra,duvet,,
kołek,peg,,
kołnierz,collar,,
kołysać,to rock/sway (repeated),,
kołyska,cradle,,
kołyszesz (kołysać),You are rocking/swaying,,
kołyszę (kołysać),I am rocking/swaying,,
kościsty,bony,,
koślawy,crooked,,
kpić,to mock/scoff/jeer II (repeated),,
krach,crash,,
kradniesz (kraść),You are stealing,,
kradnę (kraść),I am stealing,,
kradzież,robbery/theft,,
kraina,land/region/area,,
kram,booth/stall,,
krata,bars/grating/grid,,
krawiec,tailor,,
krawędź,edge II,,
kraść,to steal (repeated),,
kres,end,,
krewny,(blood) relative,,
kreślić,to trace/plot/sketch (repeated),,
kroczyć,to stride,,
kroić,to cut I (repeated),,
krok,step,,
kromka,slice,,
kropla,drop,,
kropnąć,to hit/shoot/swing,,
kruchy,fragile/crispy/tender,,
kruk,raven,,
krwawy,bloody,,
krwotok,bleeding/haemorrhage,,
kryjówka,hideout/hideaway,,
krytykować,to criticise (repeated),,
krzaczasty,bushy,,
krzak,bush/shrub,,
krzepki,brawny/burly/husky,,
krzepnąć,to clot/coagulate/solidify (repeated),,
krztusić się,to choke (repeated),,
krzyczeć,to shout (repeated),,
krzyczysz (krzyczeć),You are shouting,,
krzyczę (krzyczeć),I am shouting,,
krzykniesz (krzyknąć),You will shout,,
krzyknąć,to shout (once),,
krzyknę (krzyknąć),I will shout,,
krzywa,curve,,
krzywda,harm,,
krzywdzić,to harm/hurt (repeated),,
krzyż,cross,,
krój,cut/style/cutting,,
królewicz,prince I,,
królowa,queen,,
krótkoterminowy,short-term,,
krótkotrwały,short-lived/short-lasting,,
krążyć,to circle/rotate/orbit,,
kręcony,curly/spiral,,
kręgiel,skittle,,
kręgosłup,backbone/spine,,
krępować,to embarrass II (repeated),,
krępy,stocky,,
kręty,winding,,
książę,prince II,,
księga,(large) book,,
księgowa,accountant/bookkeeper,,
księżniczka,princess,,
kształt,shape,,
kształtować,to shape (repeated),,
kuchenka,stove/hob,,
kuchenny,kitchen,,
kula,ball/sphere/bullet,,
kulawy,lame or limping,,
kulić,to hunch (repeated),,
kumpel,pal/buddy,,
kupno,purchase,,
kurczyć się,to shrink (repeated),,
kurort,health resort or spa,,
kurtuazja,courtesy,,
kurz,(household) dust,,
kusić,to tempt/entice (repeated),,
kuszący,tempting/enticing,,
kuć,to forge (e.g. iron),,
kuśtykać,to limp/hobble (repeated),,
kwadra,quarter,,
kwadratowy,square,,
kwatera,lodging,,
kwestia,question/matter,,
kwiecień,April,,
kwota,amount/sum,,
kąpiel,bath,,
kąsać,to bite/sting (repeated),,
kędzierzawy,curly,,
kępa,tuft,,
kęs,mouthful/bite/morsel,,
kładziesz (kłaść),You are laying,,
kładę (kłaść),I am laying,,
kłamać,to lie (repeated),,
kłaść,to lay (repeated),,
kłonić,to bow (repeated),,
kłos,ear of grain,,
kłusować,to trot/amble (repeated),,
kłócisz się (kłócić się),You are arguing,,
kłócić się,to argue (repeated),,
kłócę się (kłócić się),I am arguing,,
kłótnia,argument,,
kłębić się,to whirl,,
lada,counter,,
lakier,varnish/polish/paint,,
lakoniczny,laconic/terse,,
lalka,doll,,
lansować,to promote/launch (repeated),,
laska,walking stick,,
latarka,torch/flashlight,,
latarnia morska,lighthouse,,
latawiec,kite,,
lecieć,to fly (repeated),,
lecisz (lecieć),You are flying,,
lecz,but,,
leczenie,treatment/therapy,,
leczyć,to treat/cure/heal (repeated),,
lecę (lecieć),I am flying,,
ledwie,barely/hardly,,
legia,legion,,
lenić się,to be lazy,,
lepszość,superiority,,
letni,summery,,
lewa strona,left side,,
lewicowy,left-wing,,
leń,lazybones,,
leż (leżeć),Lie!,,
leżeć,to lie,,
leżysz (leżeć),You are lying,,
leżę (leżeć),I am lying,,
licencjat,bachelor's degree,,
liczba,number/figure,,
liczebnik główny,cardinal number,,
liczebnik porządkowy,ordinal number,,
liczny,numerous,,
liczyć,to count (repeated),,
lina,rope,,
lipiec,July,,
listonosz,postman,,
listopad,November,,
litościwy,merciful,,
lizać,to lick (repeated),,
liznąć,to lick (once),,
liznę (liznąć),I will lick,,
liźniesz (liznąć),You will lick,,
liżesz (lizać),You are licking,,
liżę (lizać),I am licking,,
lniany,linen,,
loch,dungeon,,
lokować,to place (repeated),,
lornetka,binoculars,,
los,fortune/fate,,
losować,to draw (e.g. a card) (repeated),,
lubieżny,lecherous/lascivious,,
lud,folk/people,,
ludność,population,,
ludzki,human,,
luka,gap/vacancy/loophole,,
luneta,telescope,,
lunąć,to pour down,,
luty,February,,
ląd,land,,
lądować,to land (repeated),,
lęgnąć się,to hatch (repeated),,
lęk przed czymś,fear of something,,
lśniący,shiny,,
lżejszy,lighter,,
macierzyństwo,motherhood,,
macocha,stepmother,,
maczeta,machete,,
magisterium,master's degree,,
magnes,magnet,,
maj,May,,
majaczyć,to hallucinate/rave,,
majątek,asset/property,,
makabryczny,macabre,,
makler,stock broker,,
maleć,to diminish (repeated),,
mandat,ticket/fine,,
marka,brand/make,,
marmur,marble,,
marnować,to waste (repeated),,
marny,weak/feeble/flimsy,,
marsz,march,,
marszczyć,to wrinkle (repeated),,
maruder,straggler,,
marudny,grumpy/grouchy,,
marudzić,to grumble,,
marynarka,suit jacket,,
marz (marzyć),Dream!,,
marzec,March,,
marzyciel,dreamer,,
marzysz (marzyć),You are dreaming,,
marzyć,to dream,,
marzę (marzyć),I am dreaming,,
masowo,in great numbers,,
maszynista,engine/train driver,,
matowy,matt (not shiny),,
mazak,felt-tip pen,,
mdlejesz (mdleć),You are fainting,,
mdleję (mdleć),I am fainting,,
mdleć,to faint (repeated),,
mdły,insipid/bland,,
meblować,to furnish (repeated),,
mech,moss,,
meldować,to report II (repeated),,
meteoropatia,weather sensitivity,,
mgnienie,flicker,,
mgła,fog/mist,,
mianownik (kto? co?),nominative case,,
miara,measure/size,,
miażdżyć,to crush I (repeated),,
miecz,sword,,
miedziany,copper,,
miedź,copper,,
miejscownik (o kim? o czym?),locative case,,
miejscowość,(a) place,,
miejski,municipal/urban,,
mielizna,shoal/shallows,,
mielić,to grind (repeated),,
mienie,possessions/belongings/property,,
miesiąc,month,,
miesiączkować,to menstruate,,
miesięczny,monthly,,
mieszać,to mix (repeated),,
mieszczę się (mieścić się),I am fitting,,
mieszkaniec,occupant/inhabitant,,
mieścisz się (mieścić się),You are fitting,,
mieścić się,to fit (repeated),,
migać,to blink/flicker (repeated),,
mignąć,to blink/flicker (once),,
mijać,to pass (repeated),,
mikstura,potion,,
milcz (milczeć),Keep silent!,,
milczeć,to keep silent,,
milczysz (milczeć),You are keeping silent,,
milczę (milczeć),I am keeping silent,,
mile widziany,welcome,,
milion,one million,,
milknąć,to fall silent (repeated),,
mimiczny,facial,,
mimo to,nevertheless,,
mimowolnie,involuntarily,,
minąć,to pass (once),,
miotła,broom,,
miska,bowl,,
mistrz,master/champion,,
mistrzostwa,championships,,
mit,myth,,
miąć,to crumple (repeated),,
mięknąć,to soften (repeated),,
mięsień,muscle,,
miłośniczka,lover/enthusiast (female),,
miłośnik,lover/enthusiast (male),,
mknąć,to speed,,
mniejszość,minority,,
mniemać,to think/opine,,
mnogi,plural,,
mnożyć,to multiply (repeated),,
mnóstwo,plenty (of something),,
moczyć,to wet (repeated),,
modlitwa,prayer,,
mogiła,grave/tomb II,,
mogli,They were able to (m),,
mogliście,You (plural) were able to (m),,
mogliśmy,We were able to (m),,
mogą,They can,,
mogę,I can,,
mogła,She was able to,,
mogłam,I was able to (f),,
mogłaś,You were able to (f),,
mogłem,I was able to (m),,
mogłeś,You were able to (m),,
mogło,It was able to,,
mogły,They were able to (f),,
mogłyście,You (plural) were able to (f),,
mogłyśmy,We were able to (f),,
moneta,coin,,
montować,to assemble/install (repeated),,
morderca,murderer,,
mosiądz,brass,,
mosiężny,brass,,
mowa,speech,,
mozaika,mosaic,,
mozolny,arduous/laborious I,,
może,He/she/it can,,
możecie,You (plural) can,,
możemy,We can,,
możesz,You can,,
możliwość,possibility,,
możność,opportunity,,
mroczny,dim/murky/dark,,
mroźny,frozen,,
mrożonka,frozen food,,
mruczeć,to purr (repeated),,
mrugać,to blink/twinkle (repeated),,
mrugnąć,to blink/twinkle (once),,
mruknąć,to purr (once),,
mróz,frost,,
mundur,uniform,,
mur,wall,,
musi,He/she/it must,,
musiał,He had to,,
musiała,She had to,,
musiałam,I had to (f),,
musiałaś,You had to (f),,
musiałem,I had to (m),,
musiałeś,You had to (m),,
musiało,It had to,,
musiały,They had to (f),,
musiałyście,You (plural) had to (f),,
musiałyśmy,We had to (f),,
musicie,You (plural) must,,
musieli,They had to (m),,
musieliście,You (plural) had to (m),,
musieliśmy,We had to (m),,
musimy,We must,,
musisz,You must,,
muszą,They must,,
muszę,I must,,
myj (myć),Wash! (repeated),,
myjesz (myć),You are washing,,
myję (myć),I am washing,,
mylić się,to make mistakes (repeated),,
mylny,mistaken/erroneous/wrong,,
myć,to wash (repeated),,
myśliwski,hunting,,
myśliwy,hunter,,
mógł,He was able to,,
mówienie,speaking,,
mózg,brain,,
męczarnia,torment/torture,,
męczyć się,to suffer II (repeated),,
męczący,tiresome/tiring,,
mędrzec,sage (wise man),,
męski,masculine,,
męskoosobowy,masculine personal,,
męstwo,bravery,,
mętlik,mess,,
mężnieć,to grow into a man (repeated),,
młodość,youth,,
młodzieniec,youth,,
młotek,hammer,,
mścić się,to avenge oneself on somebody (repeated),,
mżawka,drizzle,,
na dodatek,in addition,,
na domiar złego,to make matters worse,,
na stałe,permanently,,
nabijać,to load/charge/fill (repeated),,
nabić,to load/charge/fill (once),,
nabrzeże,embankment/pier/wharf,,
nabrzmiały,swollen I,,
nabyty,acquired,,
nabywać,to acquire (repeated),,
nabyć,to acquire (once),,
nabój,cartridge/round,,
nacechowany czymś,characterized by something,,
nachylać się,to bend down/lean (repeated),,
nachylić się,to bend down/lean (once),,
naciskać,to press (repeated),,
nacisnąć,to press (once),,
nacięcie,notch/cut/incision,,
naczelny,chief/head/managing,,
naczynie,vessel,,
nadal,still,,
nadawać się do czegoś,to be suitable for something (repeated),,
nadać się do czegoś,to be suitable for something (once),,
nadgarstek,wrist,,
nadmiar,excess,,
nadmierny,excessive,,
nadmiesz (nadąć),You will inflate/bloat,,
nadmę (nadąć),I will inflate/bloat,,
nadużyjesz czegoś (nadużyć czegoś),You will abuse something,,
nadużyję czegoś (nadużyć czegoś),I will abuse something,,
nadużywam czegoś (nadużywać czegoś),I am abusing something,,
nadużywasz czegoś (nadużywać czegoś),You are abusing something,,
nadużywać czegoś,to abuse something (repeated),,
nadużyć czegoś,to abuse something (once),,
nadwaga,overweight,,
nadymać,to inflate/bloat (repeated),,
nadziać,to impale (once),,
nadziejesz (nadziać),You will impale,,
nadzieję (nadziać),I will impale,,
nadziewać,to impale (repeated),,
nadzorować,to supervise/oversee,,
nadzwyczaj,unusually,,
nadąsany,sulky,,
nadąć,to inflate/bloat (once),,
nadążać za czymś,to keep up with something (repeated),,
nadążyć za czymś,to keep up with something (once),,
nago,naked,,
nagość,nudity,,
nagradzać,to reward (repeated),,
nagranie,recording,,
nagroda,prize,,
nagrodzić,to reward (once),,
nagrodzony,award-winning,,
najazd,invasion/raid,,
nakazać,to command/order II (once),,
nakazywać,to command/order II (repeated),,
nakleić,to stick (on) (once),,
naklejać,to stick (on) (repeated),,
nakrapiany,speckled,,
nakrywać się czymś,to cover oneself with something (repeated),,
nakryć się czymś,to cover oneself with something (once),,
nakładać,to apply (repeated),,
nalać,to pour into (once),,
nalewać,to pour into (repeated),,
należ (należeć),Belong! (repeated),,
należeć,to belong,,
należysz (należeć),You belong,,
należyty,appropriate/proper/due,,
należę (należeć),I belong,,
namawiać kogoś do czegoś,to persuade somebody to (do) something (repeated),,
namiętność,passion,,
namiętny,passionate,,
namowa,suggestion/instigation,,
namydlać,to soap (repeated),,
namydlić,to soap (once),,
namówić kogoś do czegoś,to persuade somebody to (do) something (once),,
naostrzyć,to sharpen (once),,
napad na kogoś/coś,assault on somebody/something,,
napadać na kogoś/coś,to assault somebody/something (repeated),,
napastnik,assailant/attacker,,
napaść na kogoś/coś,to assault somebody/something (once),,
napełniaj (napełniać),Fill! (repeated),,
napełniam (napełniać),I am filling,,
napełniasz (napełniać),You are filling,,
napełniać,to fill (e.g. with liquid) (repeated),,
napełnij (napełnić),Fill! (once),,
napełnisz (napełnić),You will fill,,
napełnić,to fill (e.g. with liquid) (once),,
napełnię (napełnić),I will fill,,
napięcie,tension,,
napotkać,to encounter (once),,
napotykać,to encounter (repeated),,
naprawa,repair,,
naprzód,forward/ahead,,
naprężyć,to flex/tighten (once),,
napęcznieć,to swell (once),,
napędzaj (napędzać),Drive/propel! (repeated),,
napędzam (napędzać),I am driving/propelling,,
napędzasz (napędzać),You are driving/propelling,,
napędzać,to drive/propel (repeated),,
napędzisz (napędzić),You will drive/propel,,
napędzić,to drive/propel (once),,
napędzę (napędzić),I will drive/propel,,
napędź (napędzić),Drive/propel! (once),,
narada,meeting/conference,,
naradzać się,to confer (repeated),,
naradzić się,to confer (once),,
narazić,to endanger/jeopardize (once),,
narażać,to endanger/jeopardize (repeated),,
narażony,vulnerable/exposed/endangered,,
narkoza,anaesthesia,,
narodowy,national,,
narożny,angular/corner,,
naruszenie,infringement/violation,,
narzeczona,fiancée (female),,
narzeczony,fiancé (male),,
narzędnik (z kim? z czym?),instrumental case,,
narzędzie,device/tool/instrument,,
naród,nation,,
nasilać się,to increase/intensify (repeated),,
nasilić się,to increase/intensify (once),,
nasiąkać,to soak up (repeated),,
nasiąknąć,to soak up (once),,
nastawiać,to set (repeated),,
nastawiony,orientated,,
nastawić,to set (once),,
nastolatek,teenager,,
nastrojowy,moody/atmospheric,,
nastroszyć,to ruffle (once),,
nastrój,mood I,,
nastąpić,to follow/proceed (once),,
następować,to follow/proceed (repeated),,
następujący,following/succeeding,,
nasycenie,saturation,,
nasyp,embankment II,,
naszyjnik,necklace,,
natknąć się na kogoś/coś,to come across somebody/something I (once),,
natomiast,whereas,,
natrafiać na kogoś/coś,to come across somebody/something II (repeated),,
natrafić na kogoś/coś,to come across somebody/something II (once),,
natykać się na kogoś/coś,to come across somebody/something I (repeated),,
nauczanie,teaching,,
nauczka,lesson,,
nauczyć się,to learn (once),,
nauka,science,,
nawa,aisle,,
nawałnica,tempest/squall/storm/blizzard,,
nawias,bracket,,
nawiedzać,to haunt (repeated),,
nawiedzić,to haunt (once),,
nawyk,habit/practice/custom,,
nawóz,fertilizer/manure,,
nazbierać,to pick/collect/gather,,
nazbyt,too/excessive,,
nazista,nazi,,
